edad,trabajo,estado_civil,educacion,incumplimiento,balance,prestamo_vivienda,prestamo_personal,contacto,ultimo_dia_contacto,ultimo_mes_contacto,ultimo_contacto_duracion,campana,pdias,previo,presultado,y
59,retirado,casado,primaria,no,0,si,no,desconocido,26,may,104,7,-1,0,desconocido,no
58,retirado,divorciado,primaria,no,2538,si,no,celular,31,jul,307,6,-1,0,desconocido,no
64,retirado,casado,primaria,no,43,no,no,celular,11,mar,117,1,91,1,exito,no
47,tecnico,casado,secundaria,no,57,no,no,celular,5,may,253,1,342,1,exito,no
40,administracion,casado,superior,no,-117,si,no,celular,17,jul,770,2,-1,0,desconocido,no
36,tecnico,divorciado,secundaria,no,666,si,si,celular,3,abr,190,1,133,1,otro,no
28,administracion,soltero,superior,no,0,si,no,celular,16,jul,767,5,-1,0,desconocido,si
38,tecnico,soltero,superior,no,25,si,no,celular,1,jun,232,2,-1,0,desconocido,si
53,emprendedor,casado,primaria,no,1034,si,no,celular,19,nov,854,2,170,3,otro,no
46,collar azul,soltero,secundaria,no,324,si,no,desconocido,30,may,293,6,-1,0,desconocido,no
54,tecnico,casado,secundaria,no,0,no,no,telefono,16,nov,986,1,94,8,fracaso,no
32,administracion,casado,superior,no,0,no,no,celular,19,nov,66,1,-1,0,desconocido,no
55,administracion,casado,primaria,no,621,no,si,celular,2,feb,114,1,208,1,fracaso,no
55,retirado,divorciado,secundaria,no,138,no,no,celular,17,jul,205,1,-1,0,desconocido,no
56,tecnico,casado,secundaria,no,4063,no,si,telefono,28,jul,31,4,-1,0,desconocido,no
40,collar azul,casado,secundaria,no,11084,no,no,desconocido,11,jun,113,1,-1,0,desconocido,no
44,tecnico,casado,secundaria,no,310,si,no,celular,6,feb,200,1,253,1,fracaso,no
32,emprendedor,casado,unknown,no,73,si,no,celular,21,nov,158,1,135,1,fracaso,no
33,administracion,casado,superior,no,1808,si,no,desconocido,4,jun,99,4,-1,0,desconocido,no
41,desempleado,divorciado,secundaria,no,1281,no,no,celular,31,jul,45,3,-1,0,desconocido,no
37,tecnico,casado,secundaria,no,64,si,no,celular,12,may,239,4,278,2,otro,no
58,administracion,soltero,superior,no,2,si,no,telefono,11,may,168,3,-1,0,desconocido,no
52,collar azul,casado,secundaria,no,60,no,si,celular,26,ago,196,2,-1,0,desconocido,no
49,servicios,soltero,secundaria,no,133,no,no,desconocido,11,jun,319,6,-1,0,desconocido,no
44,empleado domestico,casado,primaria,no,3706,no,no,desconocido,17,jun,209,3,-1,0,desconocido,no
28,admin.,soltero,unknown,no,174,no,no,celular,28,sep,184,1,-1,0,desconocido,no
31,tecnico,casado,secundaria,no,251,no,si,celular,29,ago,156,2,-1,0,desconocido,no
37,independiente,casado,secundaria,no,4153,si,no,celular,31,jul,35,16,-1,0,desconocido,no
30,tecnico,soltero,superior,no,985,si,no,celular,19,feb,88,2,-1,0,desconocido,no
28,servicios,soltero,secundaria,no,168,no,no,celular,1,jun,347,3,140,2,exito,si
46,servicios,casado,secundaria,no,1550,si,no,celular,16,abr,126,2,149,8,fracaso,no
47,administracion,casado,superior,no,7708,si,no,celular,21,nov,157,5,-1,0,desconocido,no
35,collar azul,casado,primaria,no,-12,si,no,desconocido,12,may,212,5,-1,0,desconocido,no
80,administracion,casado,primaria,no,6483,no,no,telefono,19,oct,123,1,-1,0,desconocido,no
30,tecnico,soltero,superior,no,60,si,si,desconocido,7,may,306,5,-1,0,desconocido,no
55,tecnico,soltero,secundaria,no,3339,si,no,desconocido,2,jun,63,1,-1,0,desconocido,no
22,estudiante,soltero,superior,no,1161,no,si,celular,16,jun,119,1,-1,0,desconocido,no
33,collar azul,soltero,primaria,no,599,si,no,desconocido,21,may,29,1,-1,0,desconocido,no
53,emprendedor,casado,unknown,no,28,no,no,celular,31,jul,117,2,-1,0,desconocido,no
49,administracion,casado,superior,no,1430,no,no,celular,18,nov,231,2,-1,0,desconocido,no
51,retirado,casado,secundaria,no,35,no,si,celular,8,jul,123,4,-1,0,desconocido,no
41,independiente,casado,superior,no,6000,si,no,celular,18,nov,265,1,-1,0,desconocido,no
34,tecnico,casado,secundaria,no,0,si,no,celular,15,jul,144,1,-1,0,desconocido,no
36,collar azul,soltero,secundaria,no,340,no,si,desconocido,16,jun,559,3,-1,0,desconocido,no
35,emprendedor,casado,superior,no,0,no,no,celular,5,may,74,1,168,4,fracaso,no
29,servicios,casado,secundaria,no,3,si,no,celular,10,jul,183,1,-1,0,desconocido,no
40,tecnico,soltero,superior,no,445,si,no,celular,24,jul,631,1,-1,0,desconocido,no
32,administracion,divorciado,superior,no,874,no,no,celular,12,ago,1282,6,-1,0,desconocido,si
48,collar azul,casado,secundaria,no,705,no,no,desconocido,13,may,108,2,-1,0,desconocido,no
59,retirado,casado,unknown,no,1033,no,no,desconocido,11,jun,1199,1,-1,0,desconocido,si
35,independiente,divorciado,superior,no,1354,si,no,desconocido,23,may,736,2,-1,0,desconocido,si
33,tecnico,soltero,superior,no,123,no,no,celular,19,ago,264,1,-1,0,desconocido,no
55,retirado,casado,primaria,no,8894,no,no,desconocido,11,jun,262,1,-1,0,desconocido,no
41,collar azul,casado,secundaria,no,429,si,no,desconocido,13,may,244,1,-1,0,desconocido,no
42,empleado domestico,casado,primaria,no,14752,no,no,desconocido,19,may,107,2,-1,0,desconocido,no
46,collar azul,casado,primaria,no,67,no,no,desconocido,24,jun,9,1,-1,0,desconocido,no
35,empleado domestico,divorciado,secundaria,no,39,no,no,celular,31,jul,149,2,-1,0,desconocido,no
28,tecnico,soltero,superior,no,102,no,no,celular,28,ene,321,2,-1,0,desconocido,no
25,estudiante,soltero,secundaria,no,1790,no,no,celular,17,abr,224,1,322,3,fracaso,no
56,administracion,soltero,superior,no,15311,no,no,celular,29,abr,157,6,-1,0,desconocido,no
30,admin.,soltero,secundaria,no,-635,no,no,celular,25,jul,250,1,-1,0,desconocido,no
45,collar azul,casado,secundaria,no,115,no,no,celular,11,ago,209,4,-1,0,desconocido,no
40,administracion,casado,superior,no,10786,no,no,desconocido,20,jun,111,3,-1,0,desconocido,no
40,collar azul,casado,secundaria,no,498,si,no,celular,8,may,55,2,298,4,fracaso,no
39,collar azul,casado,secundaria,no,1045,si,si,celular,9,jul,290,13,-1,0,desconocido,no
48,emprendedor,casado,superior,no,810,no,no,desconocido,6,jun,383,1,-1,0,desconocido,no
31,tecnico,soltero,superior,no,-162,si,no,celular,18,may,380,1,-1,0,desconocido,no
32,administracion,casado,superior,no,55,no,no,celular,2,feb,124,3,-1,0,desconocido,no
34,servicios,casado,secundaria,no,586,si,si,desconocido,8,may,224,2,-1,0,desconocido,no
26,tecnico,soltero,secundaria,no,455,no,no,celular,29,ene,240,1,182,8,otro,no
31,administracion,casado,superior,no,1010,si,no,celular,15,may,385,3,364,9,otro,no
37,administracion,soltero,superior,no,509,si,no,celular,6,may,133,1,-1,0,desconocido,no
29,estudiante,soltero,unknown,no,2929,no,no,celular,11,ago,91,1,-1,0,desconocido,no
57,tecnico,casado,secundaria,no,3071,si,si,celular,7,may,63,3,-1,0,desconocido,no
47,administracion,soltero,superior,no,153,si,no,celular,18,nov,192,2,-1,0,desconocido,no
38,independiente,soltero,secundaria,no,1146,si,no,desconocido,21,may,91,2,-1,0,desconocido,no
48,collar azul,casado,primaria,no,1092,no,si,celular,18,nov,79,1,172,8,fracaso,no
50,administracion,casado,superior,no,3463,no,si,celular,28,oct,96,1,-1,0,desconocido,si
33,admin.,casado,secundaria,no,1158,si,no,celular,20,abr,25,2,-1,0,desconocido,no
28,admin.,soltero,secundaria,no,26,si,no,celular,7,may,227,2,-1,0,desconocido,no
30,servicios,soltero,secundaria,no,566,no,no,celular,5,feb,110,1,-1,0,desconocido,no
52,tecnico,divorciado,secundaria,no,204,no,no,celular,7,ago,134,2,-1,0,desconocido,no
36,tecnico,casado,secundaria,no,480,no,no,celular,20,oct,213,1,-1,0,desconocido,si
36,tecnico,soltero,secundaria,no,1855,si,no,celular,4,feb,75,1,273,1,fracaso,no
46,servicios,casado,secundaria,no,1034,no,no,celular,8,ago,109,2,-1,0,desconocido,no
57,administracion,casado,superior,no,3250,no,no,celular,20,ago,162,3,-1,0,desconocido,no
28,administracion,soltero,secundaria,no,1633,no,no,celular,5,jun,275,1,-1,0,desconocido,si
46,servicios,casado,secundaria,no,0,si,no,celular,22,jun,154,1,124,1,otro,no
55,retirado,casado,primaria,no,3334,no,no,celular,14,ago,632,4,-1,0,desconocido,si
33,administracion,casado,superior,no,4020,si,si,celular,15,abr,251,1,-1,0,desconocido,no
53,administracion,casado,secundaria,no,66,no,si,telefono,8,jul,141,1,-1,0,desconocido,no
41,tecnico,soltero,secundaria,no,-41,si,si,celular,3,abr,154,1,-1,0,desconocido,no
60,collar azul,casado,secundaria,no,322,si,no,celular,7,may,63,1,-1,0,desconocido,no
35,emprendedor,casado,primaria,no,2643,no,si,celular,8,jul,259,1,-1,0,desconocido,no
43,collar azul,divorciado,primaria,no,49,si,no,desconocido,9,may,100,1,-1,0,desconocido,no
57,admin.,divorciado,primaria,no,1,no,no,desconocido,15,may,17,10,-1,0,desconocido,no
46,admin.,casado,secundaria,no,3098,si,no,telefono,21,nov,192,9,-1,0,desconocido,no
31,collar azul,casado,primaria,no,352,si,no,desconocido,19,may,97,9,-1,0,desconocido,no
53,tecnico,casado,secundaria,no,65,no,no,celular,25,ago,41,2,-1,0,desconocido,no
35,collar azul,casado,secundaria,no,1949,si,no,desconocido,2,jun,200,3,-1,0,desconocido,no
32,admin.,soltero,secundaria,no,739,si,no,celular,20,nov,91,3,-1,0,desconocido,no
48,administracion,casado,superior,no,1167,si,si,celular,1,jun,264,1,-1,0,desconocido,si
50,admin.,casado,secundaria,no,231,si,no,celular,21,nov,397,2,-1,0,desconocido,no
40,collar azul,casado,primaria,no,1136,si,no,desconocido,21,may,86,1,-1,0,desconocido,no
42,emprendedor,casado,superior,no,233,no,no,celular,5,feb,446,1,-1,0,desconocido,no
59,admin.,casado,secundaria,no,817,no,no,celular,9,abr,304,1,-1,0,desconocido,no
27,collar azul,soltero,primaria,no,1128,si,no,desconocido,30,jun,88,4,-1,0,desconocido,no
32,administracion,soltero,superior,no,1831,si,no,celular,20,abr,86,2,-1,0,desconocido,no
35,tecnico,soltero,secundaria,no,450,si,no,celular,13,may,63,1,-1,0,desconocido,no
28,servicios,casado,secundaria,no,0,si,no,celular,5,may,335,2,281,8,fracaso,no
37,administracion,divorciado,secundaria,no,414,no,no,celular,29,ene,293,2,162,4,fracaso,no
57,administracion,casado,primaria,no,1052,si,no,desconocido,13,may,227,4,-1,0,desconocido,no
42,admin.,soltero,secundaria,no,1022,si,no,desconocido,5,may,146,2,-1,0,desconocido,no
55,admin.,casado,primaria,no,343,si,no,celular,14,jul,276,3,-1,0,desconocido,no
52,administracion,casado,superior,no,1944,si,no,celular,15,abr,238,3,323,2,fracaso,no
26,collar azul,soltero,secundaria,no,-32,si,si,celular,31,jul,14,6,-1,0,desconocido,no
52,tecnico,casado,secundaria,no,1781,si,no,desconocido,19,may,144,2,-1,0,desconocido,no
26,administracion,soltero,superior,no,350,no,no,celular,8,jul,367,1,-1,0,desconocido,no
33,desempleado,casado,secundaria,no,2,si,no,celular,16,jul,132,1,-1,0,desconocido,no
24,collar azul,soltero,primaria,no,111,si,si,desconocido,27,may,42,4,-1,0,desconocido,no
37,administracion,divorciado,superior,no,168,si,no,desconocido,5,jun,227,1,-1,0,desconocido,no
28,tecnico,soltero,secundaria,no,3,no,no,telefono,18,may,40,8,349,6,fracaso,no
30,tecnico,soltero,secundaria,no,102,si,no,desconocido,7,may,614,2,-1,0,desconocido,no
33,collar azul,casado,primaria,no,0,si,no,desconocido,15,may,270,1,-1,0,desconocido,no
55,desconocido,casado,primaria,no,159,no,no,desconocido,4,sep,15,1,-1,0,desconocido,no
33,collar azul,casado,secundaria,no,1134,si,no,desconocido,23,may,304,2,-1,0,desconocido,no
42,collar azul,casado,secundaria,no,352,si,no,celular,11,may,79,3,-1,0,desconocido,no
37,administracion,casado,superior,no,865,si,no,celular,3,jun,101,1,-1,0,desconocido,no
59,collar azul,casado,primaria,no,179,si,no,desconocido,5,may,55,3,-1,0,desconocido,no
27,collar azul,soltero,secundaria,no,5,si,no,desconocido,19,may,205,3,-1,0,desconocido,no
23,estudiante,casado,superior,si,-230,si,no,celular,18,may,259,2,-1,0,desconocido,no
51,administracion,divorciado,superior,no,0,no,no,celular,13,ago,60,2,-1,0,desconocido,no
50,collar azul,casado,primaria,no,3924,si,no,celular,20,abr,122,2,-1,0,desconocido,no
43,tecnico,casado,secundaria,no,764,si,no,celular,14,jul,557,5,-1,0,desconocido,no
37,collar azul,divorciado,primaria,no,511,si,no,telefono,11,may,42,1,-1,0,desconocido,no
34,administracion,soltero,superior,no,4348,si,no,celular,28,ago,373,8,-1,0,desconocido,no
41,administracion,casado,superior,no,3016,si,no,celular,14,jul,80,3,-1,0,desconocido,no
26,estudiante,soltero,secundaria,no,279,no,no,celular,7,may,239,3,-1,0,desconocido,no
49,administracion,divorciado,superior,no,1405,no,no,desconocido,8,jun,29,1,-1,0,desconocido,no
29,collar azul,soltero,secundaria,no,908,si,no,desconocido,20,jun,1663,1,-1,0,desconocido,si
30,administracion,soltero,superior,no,162,si,no,desconocido,20,may,186,4,-1,0,desconocido,no
38,servicios,divorciado,secundaria,no,792,no,no,desconocido,6,jun,430,1,-1,0,desconocido,no
58,administracion,casado,secundaria,no,111,no,no,telefono,24,mar,58,2,-1,0,desconocido,no
34,estudiante,soltero,unknown,no,1281,no,no,celular,25,ago,279,1,117,1,fracaso,no
53,servicios,divorciado,unknown,no,1012,si,no,celular,28,jul,332,2,-1,0,desconocido,no
50,administracion,casado,superior,no,2881,no,no,celular,5,ago,510,2,2,5,otro,no
30,collar azul,soltero,secundaria,no,445,si,no,celular,16,abr,218,1,330,2,fracaso,no
40,administracion,casado,secundaria,no,643,si,no,celular,17,abr,74,2,256,1,fracaso,no
57,empleado domestico,soltero,secundaria,no,254,no,no,celular,8,oct,676,1,-1,0,desconocido,no
40,administracion,casado,superior,no,-1212,si,no,celular,15,may,1259,2,333,18,fracaso,no
41,tecnico,casado,secundaria,no,2125,si,si,celular,21,nov,285,3,116,4,fracaso,no
53,tecnico,divorciado,unknown,no,629,si,no,celular,8,may,298,1,-1,0,desconocido,no
48,collar azul,casado,secundaria,no,-202,si,si,celular,30,jul,225,4,-1,0,desconocido,no
32,tecnico,soltero,secundaria,no,271,si,no,celular,13,may,80,2,268,2,otro,no
34,administracion,casado,superior,no,703,si,no,celular,14,abr,342,1,-1,0,desconocido,si
46,collar azul,casado,secundaria,no,-216,si,no,celular,28,jul,404,3,-1,0,desconocido,no
45,servicios,divorciado,secundaria,no,88,no,si,celular,7,jul,332,1,-1,0,desconocido,no
51,admin.,soltero,superior,no,16,si,no,celular,30,ene,158,1,-1,0,desconocido,no
31,administracion,casado,secundaria,no,466,si,no,celular,14,may,164,1,-1,0,desconocido,no
47,tecnico,casado,secundaria,no,-75,si,no,celular,4,feb,57,1,247,1,otro,no
32,collar azul,casado,secundaria,no,456,no,no,celular,12,may,121,1,-1,0,desconocido,no
41,tecnico,casado,secundaria,no,77,si,no,celular,7,may,56,1,-1,0,desconocido,no
37,servicios,soltero,secundaria,no,-244,no,no,desconocido,3,jul,178,1,-1,0,desconocido,no
27,collar azul,soltero,primaria,no,1209,no,no,celular,29,ene,283,1,-1,0,desconocido,no
27,servicios,casado,secundaria,no,58,si,no,celular,7,may,113,1,337,2,otro,no
50,administracion,casado,secundaria,si,421,no,no,celular,20,nov,22,5,-1,0,desconocido,no
31,administracion,soltero,superior,no,112,si,no,celular,2,feb,159,2,271,1,fracaso,no
40,independiente,casado,superior,no,13669,no,no,celular,15,oct,138,1,136,8,otro,no
43,administracion,casado,superior,no,1429,si,no,celular,19,nov,1015,1,198,2,otro,si
39,tecnico,casado,superior,no,794,no,no,telefono,2,feb,182,1,-1,0,desconocido,no
31,emprendedor,soltero,superior,no,1957,no,no,celular,4,feb,112,3,-1,0,desconocido,no
48,tecnico,casado,secundaria,no,454,si,no,celular,10,jul,114,1,-1,0,desconocido,no
32,collar azul,soltero,primaria,no,882,no,si,celular,29,jul,80,8,-1,0,desconocido,no
47,desempleado,casado,primaria,no,168,si,no,telefono,30,ene,66,1,241,1,otro,no
35,administracion,soltero,superior,no,714,si,no,celular,26,ago,135,22,-1,0,desconocido,no
42,administracion,soltero,superior,no,0,no,no,celular,7,sep,99,1,-1,0,desconocido,no
47,collar azul,casado,secundaria,no,1996,no,no,desconocido,5,jun,761,2,-1,0,desconocido,si
59,retirado,casado,secundaria,no,163,no,no,celular,24,jul,464,1,-1,0,desconocido,no
38,admin.,casado,secundaria,no,3190,si,no,desconocido,20,jun,20,2,-1,0,desconocido,no
50,desempleado,casado,secundaria,no,1772,no,no,celular,29,jul,206,4,-1,0,desconocido,no
27,servicios,soltero,secundaria,no,-151,no,no,celular,8,jul,283,2,-1,0,desconocido,no
55,empleado domestico,casado,primaria,no,16,no,no,desconocido,20,jun,64,1,-1,0,desconocido,no
39,servicios,soltero,secundaria,no,7066,si,no,celular,15,may,667,3,357,3,otro,si
31,tecnico,soltero,superior,no,454,no,no,celular,4,feb,73,3,-1,0,desconocido,no
37,emprendedor,casado,superior,no,4798,si,no,desconocido,20,may,156,2,-1,0,desconocido,no
28,tecnico,soltero,secundaria,si,-298,si,no,desconocido,3,jun,559,7,-1,0,desconocido,no
42,tecnico,casado,secundaria,no,439,no,no,celular,20,ago,143,2,-1,0,desconocido,no
40,servicios,divorciado,secundaria,no,1927,si,no,desconocido,15,may,62,1,-1,0,desconocido,no
59,administracion,soltero,secundaria,no,671,si,si,celular,29,ene,219,2,259,5,fracaso,no
40,servicios,soltero,secundaria,no,65,si,no,celular,15,may,15,3,-1,0,desconocido,no
43,tecnico,casado,secundaria,no,-932,si,no,celular,16,abr,567,1,-1,0,desconocido,no
38,tecnico,soltero,secundaria,no,4366,si,no,celular,29,jul,188,2,-1,0,desconocido,no
54,retirado,casado,primaria,no,0,si,no,celular,11,jul,159,2,-1,0,desconocido,no
41,collar azul,casado,secundaria,no,4900,si,no,telefono,31,jul,121,2,-1,0,desconocido,no
55,empleado domestico,divorciado,primaria,no,976,no,no,celular,28,jun,345,1,94,3,otro,si
33,administracion,casado,superior,no,148,no,no,desconocido,20,may,717,1,-1,0,desconocido,no
46,collar azul,casado,secundaria,no,5,no,no,celular,18,ago,71,3,-1,0,desconocido,no
36,administracion,casado,secundaria,no,-148,no,no,celular,18,nov,144,2,-1,0,desconocido,no
48,tecnico,divorciado,superior,no,113,no,si,celular,22,jul,38,1,-1,0,desconocido,no
42,administracion,casado,secundaria,no,-105,si,no,celular,28,ago,60,2,-1,0,desconocido,no
46,administracion,divorciado,superior,no,624,no,no,celular,17,sep,336,2,183,2,exito,si
49,tecnico,casado,secundaria,si,-1680,si,si,desconocido,27,jun,92,4,-1,0,desconocido,no
36,collar azul,casado,secundaria,no,-461,no,no,celular,11,may,254,2,353,1,fracaso,no
34,tecnico,soltero,superior,no,144,si,si,celular,14,oct,104,1,85,19,fracaso,no
51,emprendedor,divorciado,superior,no,4,si,si,celular,20,abr,74,5,-1,0,desconocido,no
58,collar azul,casado,primaria,no,309,no,no,celular,19,ago,156,2,-1,0,desconocido,no
48,administracion,casado,superior,no,866,no,no,celular,29,ene,146,2,-1,0,desconocido,no
41,admin.,soltero,secundaria,no,1020,si,no,desconocido,19,may,882,1,-1,0,desconocido,si
49,independiente,casado,primaria,no,489,si,no,desconocido,27,may,84,4,-1,0,desconocido,no
43,administracion,casado,primaria,no,8167,si,no,desconocido,19,may,114,2,-1,0,desconocido,no
32,collar azul,soltero,secundaria,no,-255,no,si,desconocido,2,jul,957,3,-1,0,desconocido,no
54,retirado,casado,secundaria,no,3671,no,no,desconocido,11,jun,67,3,-1,0,desconocido,no
33,collar azul,divorciado,primaria,no,636,si,no,celular,9,jul,211,11,-1,0,desconocido,no
35,tecnico,casado,secundaria,no,141,si,no,celular,19,ago,299,2,-1,0,desconocido,no
56,tecnico,casado,secundaria,no,150,si,si,celular,11,may,102,6,349,1,fracaso,no
57,tecnico,casado,secundaria,no,839,no,si,desconocido,5,may,225,1,-1,0,desconocido,no
31,empleado domestico,soltero,primaria,no,26965,no,no,celular,21,abr,654,2,-1,0,desconocido,si
33,tecnico,soltero,secundaria,no,716,si,no,celular,14,may,234,2,-1,0,desconocido,no
29,tecnico,soltero,superior,no,2485,no,no,telefono,24,jul,48,6,-1,0,desconocido,no
38,administracion,soltero,superior,no,15030,si,no,celular,13,may,167,1,174,7,otro,no
37,admin.,casado,secundaria,no,11303,no,no,celular,26,may,500,2,-1,0,desconocido,no
33,emprendedor,casado,superior,no,595,no,no,celular,7,ago,22,2,-1,0,desconocido,no
30,administracion,soltero,superior,no,19358,no,no,celular,19,nov,258,2,-1,0,desconocido,no
31,independiente,soltero,secundaria,no,203,no,si,celular,19,nov,177,1,-1,0,desconocido,no
28,tecnico,soltero,superior,no,183,si,si,desconocido,28,may,62,2,-1,0,desconocido,no
26,admin.,soltero,secundaria,no,255,no,no,celular,30,abr,457,1,80,1,exito,si
31,tecnico,soltero,secundaria,no,102,si,no,telefono,17,abr,460,2,345,2,fracaso,no
50,empleado domestico,divorciado,primaria,no,94,si,no,celular,22,jul,184,4,-1,0,desconocido,no
45,emprendedor,casado,primaria,no,58,si,no,telefono,13,may,119,3,371,3,fracaso,no
48,administracion,casado,primaria,no,606,no,no,celular,5,mar,77,6,-1,0,desconocido,no
41,tecnico,casado,secundaria,no,0,no,si,celular,23,jul,107,1,-1,0,desconocido,no
60,tecnico,casado,primaria,no,65,si,no,desconocido,9,may,1028,2,-1,0,desconocido,si
41,collar azul,casado,secundaria,no,338,si,no,desconocido,14,may,87,1,-1,0,desconocido,no
43,collar azul,casado,primaria,no,757,si,no,desconocido,9,may,315,4,-1,0,desconocido,no
36,administracion,casado,superior,no,9269,si,si,celular,19,nov,107,2,-1,0,desconocido,no
40,collar azul,casado,primaria,no,1206,no,si,telefono,16,jul,201,5,-1,0,desconocido,no
28,administracion,soltero,superior,no,882,no,si,celular,29,ene,94,1,205,2,fracaso,no
27,estudiante,soltero,superior,no,5291,no,no,celular,12,nov,192,2,92,2,fracaso,si
49,administracion,soltero,secundaria,no,61,si,no,celular,29,ene,185,2,246,1,fracaso,no
37,tecnico,casado,superior,no,0,si,no,celular,17,nov,77,1,-1,0,desconocido,no
31,collar azul,casado,secundaria,no,1407,si,no,celular,6,may,142,3,-1,0,desconocido,no
31,tecnico,soltero,secundaria,si,25,no,no,celular,2,feb,381,1,-1,0,desconocido,no
31,collar azul,casado,secundaria,no,1354,si,si,celular,17,nov,222,2,-1,0,desconocido,no
35,collar azul,casado,primaria,no,793,si,no,celular,17,abr,106,1,-1,0,desconocido,no
51,collar azul,divorciado,unknown,no,10287,si,no,desconocido,29,may,117,1,-1,0,desconocido,no
33,tecnico,soltero,secundaria,no,5235,no,no,celular,7,ago,67,3,-1,0,desconocido,no
30,tecnico,soltero,superior,no,3,si,no,celular,6,may,45,2,169,2,fracaso,no
58,tecnico,soltero,secundaria,no,409,no,si,celular,14,jul,643,2,-1,0,desconocido,no
34,admin.,casado,superior,no,35,si,no,celular,15,oct,76,1,69,2,fracaso,no
45,administracion,casado,superior,no,-459,no,no,celular,21,ago,508,6,-1,0,desconocido,no
28,servicios,soltero,secundaria,no,198,no,no,celular,5,jul,128,2,-1,0,desconocido,si
31,collar azul,casado,primaria,no,99,si,no,celular,17,abr,193,2,322,1,otro,no
40,administracion,casado,superior,no,60,no,no,desconocido,16,jun,172,6,-1,0,desconocido,no
30,servicios,soltero,secundaria,no,3485,no,no,celular,2,feb,142,2,-1,0,desconocido,no
34,emprendedor,casado,secundaria,no,-139,si,si,desconocido,27,may,492,2,-1,0,desconocido,no
40,collar azul,casado,secundaria,no,952,no,si,desconocido,12,jun,140,1,-1,0,desconocido,no
59,retirado,casado,primaria,no,1427,no,no,desconocido,18,jun,140,2,-1,0,desconocido,no
43,tecnico,soltero,superior,no,1017,si,no,desconocido,19,may,257,2,-1,0,desconocido,no
41,administracion,casado,superior,no,-29,no,no,celular,29,ene,41,2,266,2,fracaso,no
33,tecnico,divorciado,secundaria,no,9,no,no,celular,21,ago,91,2,-1,0,desconocido,no
33,administracion,casado,secundaria,no,4040,si,no,celular,20,abr,132,2,-1,0,desconocido,no
36,collar azul,casado,secundaria,no,13,no,no,desconocido,3,jun,284,1,-1,0,desconocido,no
32,independiente,soltero,secundaria,no,1259,no,no,celular,25,jul,184,2,-1,0,desconocido,no
25,admin.,casado,secundaria,no,18,si,no,celular,18,jul,225,1,-1,0,desconocido,no
25,collar azul,casado,secundaria,no,-76,si,no,desconocido,12,may,241,3,-1,0,desconocido,no
38,tecnico,soltero,superior,no,221,no,no,celular,20,ago,79,3,-1,0,desconocido,no
34,administracion,casado,superior,no,136,si,no,celular,22,abr,156,1,-1,0,desconocido,no
67,collar azul,casado,secundaria,no,16353,no,no,celular,27,oct,223,2,-1,0,desconocido,no
32,collar azul,casado,secundaria,no,-63,si,no,desconocido,30,may,198,1,-1,0,desconocido,no
45,empleado domestico,casado,primaria,no,7353,no,no,celular,13,ago,536,2,-1,0,desconocido,no
33,collar azul,casado,primaria,no,511,si,no,desconocido,21,may,304,2,-1,0,desconocido,no
38,admin.,casado,primaria,no,3913,si,no,celular,20,abr,196,2,315,2,fracaso,no
32,tecnico,divorciado,secundaria,no,1097,si,no,desconocido,12,may,298,2,-1,0,desconocido,no
54,retirado,divorciado,superior,no,6102,si,si,desconocido,21,may,86,6,-1,0,desconocido,no
51,admin.,divorciado,secundaria,no,340,si,no,desconocido,8,may,186,1,-1,0,desconocido,no
42,collar azul,casado,primaria,no,-119,si,no,celular,22,jul,167,3,-1,0,desconocido,no
41,admin.,casado,secundaria,no,2993,si,no,celular,22,jul,24,12,-1,0,desconocido,no
39,administracion,divorciado,superior,no,3575,no,si,celular,18,ago,74,3,-1,0,desconocido,no
38,collar azul,casado,secundaria,no,361,si,no,desconocido,11,jun,601,1,-1,0,desconocido,no
39,administracion,casado,secundaria,no,1072,si,no,desconocido,27,may,1168,2,-1,0,desconocido,no
46,collar azul,casado,primaria,no,2904,no,no,celular,20,abr,277,2,-1,0,desconocido,no
50,emprendedor,divorciado,superior,no,1790,no,si,celular,6,feb,748,3,-1,0,desconocido,no
33,collar azul,casado,secundaria,no,86,si,no,desconocido,19,may,364,1,-1,0,desconocido,no
37,tecnico,casado,secundaria,no,1633,si,no,desconocido,19,may,229,3,-1,0,desconocido,no
31,administracion,casado,superior,no,8312,no,no,celular,29,ago,43,13,-1,0,desconocido,no
34,collar azul,divorciado,unknown,no,172,no,no,celular,15,jun,177,1,-1,0,desconocido,si
34,administracion,casado,superior,no,0,si,no,celular,7,ago,262,1,99,2,exito,si
36,administracion,casado,superior,no,222,si,no,celular,6,may,317,1,169,2,fracaso,no
40,tecnico,casado,secundaria,no,109,no,no,desconocido,20,jun,402,22,-1,0,desconocido,no
40,collar azul,casado,secundaria,no,1451,no,no,celular,1,jun,314,1,-1,0,desconocido,si
41,tecnico,casado,secundaria,no,1066,no,no,celular,11,feb,109,3,-1,0,desconocido,si
52,administracion,casado,superior,no,3163,no,no,celular,25,ago,56,6,-1,0,desconocido,no
40,servicios,soltero,secundaria,no,888,si,no,desconocido,12,may,169,2,-1,0,desconocido,no
48,collar azul,soltero,unknown,no,428,si,no,celular,18,may,127,1,-1,0,desconocido,no
33,administracion,divorciado,secundaria,no,106,no,no,celular,20,ago,175,3,-1,0,desconocido,no
44,tecnico,divorciado,secundaria,no,0,no,no,celular,12,ago,56,2,-1,0,desconocido,no
